ifscode,wbcode,year,discoveryyear,disctype,urr,urr_oil,urr_gas,urr_conden,onshrshare,lnurt_h,discovery,discnopast3,discnonseq,sizecom10,sizecom5,discountrate,sizerisk,sizerealistic,sizerealistic_oilcond,sizerealistic_gas,sizeonshore,sizeoffshore,sizerealtype,lngdplcu,lnclcu,embi,in_embi_dumm,ln_rer_def,ln_rer_cpi,oil_rent,fuel_exp,oil_price,lngovlcu,inv_gdp,ca_gdp,debt_gdp,tb_gdp,inv_n,inv_m,inv_c,inv_o
111,USA,1960,,,0,0,0,0,,0,0,0,0,,,0.05,,,,,,,,804.834,,,0,,,,,1.6300001,,14.10703085,,,,65500000000,10800000000,4500000000,3900000000
111,USA,1961,,,0,0,0,0,,0,0,0,0,,,0.05,,,,,,,,807.1362,,,0,,,,,1.5700000,,13.96374868,,,,65900000000,10600000000,4700000000,4100000000
111,USA,1962,1962,2,625,625,0,0,0,6.437752,1,0,1,,,0.05,,,,,,,,813,,,0,,,,3.751838225,1.5200000,,14.09637791,,,,72000000000,11300000000,5000000000,4200000000
111,USA,1963,1963,1,500,0,3,0,1,6.214608,1,0,0,,,0.05,,,,,,,,817.2318,,,0,,,,4.125064152,1.5000000,,14.4958477,,,,78600000000,12200000000,5400000000,4000000000
111,USA,1964,,,0,0,0,0,,0,0,0,0,,,0.05,,,,,,,,822.871,,,0,,,,3.494185054,1.4500000,,14.8130888,,,,85500000000,14400000000,5700000000,4700000000
111,USA,1965,1965,1,670,550,0.72,0,1,6.507277,1,0,1,,,0.05,,,,,,,,829.0729,,,0,,,,3.505137753,1.4200000,,15.11499315,,,,93800000000,18200000000,6400000000,5000000000
111,USA,1966,,,0,0,0,0,,0,0,0,0,,,0.05,,,,,,,,835.4322,,,0,,,,3.269339217,1.3600000,,14.77225441,,,,99200000000,22800000000,7000000000,5300000000
111,USA,1967,1967,1,19606.333,15273,26,0,1,9.883608,1,0,1,,,0.05,,,,,,,,837.9079,,,0,,,,3.545662547,1.3300000,,14.18022251,,,,1.01E+11,22400000000,7500000000,5000000000
111,USA,1968,,,0,0,0,0,,0,0,0,0,,,0.05,,,,,,,,842.566,,,0,,,,3.092161934,1.3200000,,14.27492797,,,,1.15E+11,22900000000,7300000000,5100000000
111,USA,1969,1969,1,529,529,0,0,1,6.270988,1,0,1,,,0.05,,,,,,,,845.5595,,,0,,,,3.016821992,1.2700000,,14.2354432,,,,1.26E+11,25000000000,7700000000,5700000000
111,USA,1970,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,845.7448,,,0,,,0.378599256,3.744205093,1.2100000,2785.870543,,0.244106278,,-0.056833904,2.72E+11,51304000000,15581300000,10769000000
111,USA,1971,1971,2,540,290,1.5,0,0,6.291569,1,0,1,0.0244013,0.0450728,0.05,0.0450728,0.0617662,0.035707,0.0312782,0,0.063002,0.063002,849.0334,,,0,,,0.405338173,3.442934125,1.6900000,2785.955322,,-0.084131004,,-0.432673735,3.14E+11,49878000000,15968200000,11197000000
111,USA,1972,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,854.3197,,,0,,,0.398848429,3.169712628,1.8200000,2786.317081,17.37362826,-0.411223429,,-0.791175114,3.60E+11,55450000000,17301900000,12119000000
111,USA,1973,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,859.9321,,,0,,,0.418391548,2.378081365,2.8075000,2785.456929,17.60900451,0.531789507,,-0.079978897,4.11E+11,62145000000,23308800000,13863000000
111,USA,1974,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,859.3392,,,0,,,1.548154576,3.545143194,10.9749994,2787.593893,17.01366032,0.110015059,,-0.41417434,4.10E+11,80499000000,26522000000,18689000000
111,USA,1975,1975,1,1628.3333,0,8,295,1,7.395312,1,1,1,0.1116422,0.2062191,0.05,0.2062191,0.4721141,0.1078375,0.3990943,0.4697335,0,0.4697335,858.9824,,,0,,,1.384685514,4.212468497,10.4325001,2790.005103,15.80411368,1.061188056,,0.591725107,4.08E+11,83046000000,30591900000,25616000000
111,USA,1976,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,864.3975,,,0,,,1.364021573,3.729140309,11.6300001,2790.006414,16.20060685,0.204973599,,-0.364041652,4.71E+11,89056000000,32864000000,29342000000
111,USA,1977,1977,1,996.66667,115,5.29,0,1,6.904417,1,0,1,0.073186,0.135185,0.05,0.135185,0.2741624,0.0405699,0.2469129,0.2678091,0,0.2678091,868.9323,,,0,,,1.440893588,3.544123593,12.5650001,2791.767017,17.08396591,-0.725324787,,-1.327680603,5.69E+11,1.03E+11,36904600000,38157000000
111,USA,1978,1978,3,1423.6667,757,4,0,0.5947085,7.260991,1,0,0,0.1534376,0.2834212,0.05,0.2834212,0.3351008,0.1956419,0.1752964,0.209336,0.1577413,0.3670773,874.3006,,,0,,,1.392541036,2.770128122,12.9166667,2793.53029,17.91243596,-0.669629473,,-1.282829258,6.84E+11,1.20E+11,42263100000,55030000000
111,USA,1979,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,877.4344,857.09,,0,,,2.44335706,3.241082261,29.8166665,2794.292657,18.35218952,-0.005964221,,-0.950267457,7.85E+11,1.36E+11,4.80E+10,68412000000
111,USA,1980,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,877.1898,857.1591,,0,0,0,3.060932689,3.735920354,35.8458328,2795.779685,17.60964256,0.074440723,,-0.663316892,7.81E+11,1.55E+11,4.34E+10,90225000000
111,USA,1981,1981,1,4866.6667,500,26.2,0,1,8.490165,1,0,1,0.5823709,1.075723,0.05,1.075723,1.793204,0.2666303,1.644576,1.891861,0,1.891861,879.7511,858.6643,,0,0,0,2.196076919,4.537515869,34.2941662,2797.368929,17.50145875,0.149982445,,-0.488924061,8.27E+11,1.76E+11,4.35E+10,1.37E+11
111,USA,1982,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,877.8214,860.2764,,0,0,0,1.342860554,6.173344604,31.7566668,2799.672327,16.93777633,-0.347121185,,-0.70390207,8.23E+11,1.60E+11,3.44E+10,1.38E+11
111,USA,1983,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,882.3501,865.2967,,0,0,0,1.633369128,4.910388126,28.7291667,2802.652227,17.37105738,-1.216883258,,-1.572218012,9.65E+11,1.43E+11,3.26E+10,94605000000
111,USA,1984,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,889.3576,869.702,,0,0,0,1.47752249,4.419734503,27.4933333,2804.14024,18.63012398,-2.452141897,,-2.681708227,1.14E+12,1.74E+11,3.52E+10,98210000000
111,USA,1985,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,893.5087,874.7618,,0,0,0,1.291529723,4.854182307,26.4583333,2808.836927,19.13715552,-2.868301506,,-2.791025262,1.24E+12,1.91E+11,2.95E+10,88971000000
111,USA,1986,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,896.9606,878.9648,,0,0,0,0.53219126,3.973920205,13.1958333,2813.32329,19.07856241,-3.213665031,,-3.024850692,1.35E+12,1.78E+11,28141300000,53097000000
111,USA,1987,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,900.3636,882.0185,,0,0,0,0.759785992,3.171267488,16.9375000,2815.261924,18.76664661,-3.308751518,,-3.123960525,1.40E+12,1.79E+11,30443800000,45584000000
111,USA,1988,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,904.4817,885.7065,,0,0,0,0.482917254,2.689404353,13.2166667,2817.227581,18.43066758,-2.315658087,,-2.189656404,1.47E+12,1.88E+11,35174600000,56165000000
111,USA,1989,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,908.0958,888.6219,,0,0,0,0.605559932,2.777211578,15.7041667,2820.256539,18.29873159,-1.763796667,39.1284002,-1.65070778,1.52E+12,2.25E+11,40506500000,52723000000
111,USA,1990,1990,2,3063.6667,0,14.038,724,0,8.027368,1,1,1,0.1852121,0.3421133,0.05,0.3421133,0.4495877,0.1338863,0.3604951,0,0.4446463,0.4446463,909.997,890.7964,,0,0,0,0.760087048,3.22313581,20.4625000,2822.963222,17.94118519,-1.323999555,40.93394357,-1.355861941,1.52E+12,2.39E+11,4.57E+10,58882000000
111,USA,1991,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,909.9233,891.3328,,0,0,0,0.509268947,3.018627809,16.5625000,2824.692766,17.22298309,0.046296529,44.06159728,-0.506322618,1.43E+12,2.39E+11,4.14E+10,58783000000
111,USA,1992,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,913.4166,894.3806,,0,0,0,0.483421548,2.601878398,17.1875000,2825.340861,17.31907834,-0.791448803,46.05014442,-0.601305732,1.54E+12,2.44E+11,38442900000,47178000000
111,USA,1993,1993,2,700,700,0,0,0,6.55108,1,0,1,0.0465831,0.0860457,0.05,0.0860457,0.0826268,0.0826268,0,0,0.0843088,0.0843088,916.1255,897.1074,,0,0,0,0.386040023,2.225677298,14.9416667,2825.285482,17.71385091,-1.23616054,48.24614033,-1.025157034,1.68E+12,2.45E+11,4.70E+10,59619000000
111,USA,1994,1994,1,585,585,0,0,1,6.371612,1,0,0,0.0348049,0.0642896,0.05,0.0642896,0.0632377,0.0632377,0,0.0608152,0,0.0608152,920.084,900.2892,,0,0,0,0.303306924,1.820501541,14.6666667,2825.800726,18.06733346,-1.669252924,47.35348217,-1.351829418,1.84E+12,2.74E+11,5.43E+10,62992000000
111,USA,1995,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,922.7664,902.7408,,0,0,0,0.309548796,1.852162806,16.1150000,2826.07158,18.5021932,-1.486449358,47.20953529,-1.261651397,1.95E+12,3.21E+11,5.59E+10,65949000000
111,USA,1996,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,926.4923,905.6282,,0,0,0,0.370201693,2.049086035,18.5400000,2826.520418,19.19429093,-1.544967362,46.74176855,-1.288658836,2.14E+12,3.40E+11,5.99E+10,61298000000
111,USA,1997,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,930.8813,908.9807,,0,0,0,0.220586496,1.880159089,18.0970833,2828.341488,19.69670316,-1.640613308,44.1174698,-1.262457737,1.26E+12,1.97E+11,27322200000,40211000000
111,USA,1998,1998,2,500,500,0,0,0,6.214608,1,1,1,0.019649,0.0362946,0.05,0.0362946,0.0364168,0.0364168,0,0,0.0371446,0.0371446,935.235,913.5962,,0,0,0,0.080126685,1.57012188,12.1275833,2830.196786,20.60391437,-2.372738755,41.12914894,-1.833094255,1.39E+12,2.06E+11,27067000000,41044000000
111,USA,1999,1999,2,987.5,800,1.125,0,0,6.895176,1,0,0,0.0476105,0.0879435,0.05,0.0879435,0.0847914,0.0707948,0.0197093,0,0.0863232,0.0863232,939.8138,918.4515,,0,0,0,0.171257841,1.538184759,17.1650000,2832.897251,21.30633954,-2.994248309,37.72927727,-2.68537034,1.55E+12,2.05E+11,22997000000,34386000000
111,USA,2000,2000,2,501.66667,430,0.43,0,0,6.217936,1,0,0,0.0364487,0.067326,0.05,0.067326,0.0696949,0.0608807,0.0121005,0,0.0710894,0.0710894,943.8245,922.7864,,0,0,0,0.311510303,1.852973519,26.0841174,2834.421582,21.7708349,-3.935294625,33.26312025,-3.63352953,1.69E+12,2.17E+11,25131000000,39390000000
111,USA,2001,2001,2,575,575,0,0,0,6.35437,1,0,0,0.0359492,0.0664032,0.05,0.0664032,0.0654658,0.0654658,0,0,0.0667646,0.0667646,944.7958,925.4424,,0,0,0,0.161201758,1.895281191,22.7148206,2837.867463,21.46443202,-3.682664688,15.16584848,-3.416387277,1.68E+12,2.11E+11,26262000000,49799000000
111,USA,2002,2002,2,500,500,0,0,0,6.214608,1,0,0,0.030983,0.05723,0.05,0.05723,0.0574227,0.0574227,0,0,0.0585703,0.0585703,946.5663,928.1812,,0,0,0,0.161100863,1.839167147,23.7205999,2841.637724,20.73924663,-4.122025663,53.83102066,-3.830833456,1.66E+12,1.83E+11,28912000000,40289000000
111,USA,2003,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,949.3344,930.9937,,0,0,0,0.190379201,2.092313824,26.7381408,2843.459948,21.01661911,-4.52728189,56.24164635,-4.31037256,1.74E+12,1.73E+11,30783000000,52198000000
111,USA,2004,2004,2,1426,1378,0.288,0,0,7.262629,1,0,1,0.1195341,0.2207967,0.05,0.2207967,0.1918572,0.1864079,0.0093669,0,0.1943484,0.1943484,953.05,934.3415,,0,0,0,0.256761989,2.557602222,33.4558661,2844.991897,21.46083174,-5.171147914,56.67838968,-4.993429874,1.93E+12,1.71E+11,3.49E+10,68054000000
111,USA,2005,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,956.3406,937.2942,,0,0,0,0.326356191,3.319996781,49.2941589,2845.82717,21.98871596,-5.716549563,56.54996127,-5.478804258,2.11E+12,1.93E+11,3.79E+10,96888000000
111,USA,2006,2006,3,4500,4500,0,0,0.6666667,8.411833,1,0,1,0.5714661,1.05558,0.05,1.05558,0.7435212,0.7435212,0,0.5491917,0.3055342,0.8547258,958.9722,939.9186,,0,0,0,0.29903504,3.695664742,61.4308120,2847.04124,21.95009259,-5.834127185,55.47113683,-5.513835874,2.22E+12,2.06E+11,3.67E+10,1.44E+11
111,USA,2007,2007,2,1000,1000,0,0,0,6.907755,1,0,0,0.1340105,0.2475366,0.05,0.2475366,0.2260455,0.2260455,0,0,0.2301017,0.2301017,960.7353,941.9878,,0,0,0,0.31176998,3.95084622,68.3690539,2848.628151,21.421119,-4.920010756,55.74597147,-4.880839324,2.19E+12,2.38E+11,3.67E+10,1.68E+11
111,USA,2008,2008,2,1000,1000,0,0,0,6.907755,1,0,0,0.1794598,0.3314879,0.05,0.3314879,0.3027082,0.3027082,0,0,0.30814,0.30814,960.4433,942.1642,,0,0,0,0.538204395,6.50615174,93.7771335,2850.972274,20.54829972,-4.631266369,64.06222989,-4.81707001,2.04E+12,2.46E+11,4.39E+10,1.93E+11
111,USA,2009,2009,2,1250,1250,0,0,0,7.130899,1,0,0,0.1460644,0.269802,0.05,0.269802,0.2382911,0.2382911,0,0,0.2418626,0.2418626,957.6285,941.6134,,0,0,0,0.279148718,5.782033659,61.7549198,2855.026364,18.44308066,-2.578197292,76.17793633,-2.656099238,1.74E+12,1.92E+11,4.33E+10,1.24E+11
111,USA,2010,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,960.1287,943.1919,,0,0,0,0.317798616,7.177320354,78.0611548,2855.136084,18.38346656,-2.876664109,85.46427386,-3.303270133,1.70E+12,1.91E+11,4.72E+10,1.40E+11
111,USA,2011,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,961.7177,944.6891,,0,0,0,0.456872339,10.04272239,106.0339382,2852.071225,18.93119471,-2.867393755,90.05478502,-3.536754908,1.75E+12,2.16E+11,5.36E+10,1.77E+11
111,USA,2012,,,0,0,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,964.0119,946.4141,,0,0,0,0.291231397,10.26601312,108.9044499,2850.602011,19.78664134,-2.635239898,94.16341347,-3.317933915,,,,
112,GBR,1960,,,0,0,0,0,,0,0,0,0,,,0.0501219,,,,,,,,606.3012,,,0,,,,,1.6300001,2557.668103,,,,,,,,
112,GBR,1961,,,0,0,0,0,,0,0,0,0,,,0.0501219,,,,,,,,608.8422,,,0,,,,,1.5700000,2561.137704,,,,,,,,
112,GBR,1962,,,0,0,0,0,,0,0,0,0,,,0.0501219,,,,,,,,610.1613,,,0,,,,3.855973099,1.5200000,2564.154252,,,,,,,,
112,GBR,1963,,,0,0,0,0,,0,0,0,0,,,0.0501219,,,,,,,,614.0414,,,0,,,,4.035642723,1.5000000,2567.279935,,,,,,,,
112,GBR,1964,,,0,0,0,0,,0,0,0,0,,,0.0501219,,,,,,,,619.3362,,,0,,,,3.261581002,1.4500000,2569.022933,,,,,,,,
112,GBR,1965,1965,2,500,0,3,0,0,6.214608,1,1,1,,,0.0501219,,,,,,,,621.8352,,,0,,,,2.824367692,1.4200000,2571.871656,,,,,,,,
112,GBR,1966,1966,2,3157.6667,16,18.85,0,0,8.057589,1,0,0,,,0.0501219,,,,,,,,623.709,,,0,,,,2.661076418,1.3600000,2574.708399,,,,,,,,
112,GBR,1967,,,0,0,0,0,,0,0,0,0,,,0.0501219,,,,,,,,625.9749,,,0,,,,2.55815537,1.3300000,2580.179145,,,,,,,,
112,GBR,1968,,,0,0,0,0,,0,0,0,0,,,0.0501219,,,,,,,,629.9681,,,0,,,,2.695065593,1.3200000,2580.677856,,,,,,,,
112,GBR,1969,,,0,0,0,0,,0,0,0,0,,,0.0501219,,,,,,,,632.0094,,,0,,,,2.435390777,1.2700000,2578.928366,,,,,,,,
112,GBR,1970,1970,2,2000,2000,0,0,0,7.600903,1,1,1,0.9221308,1.703308,0.0501219,1.700561,1.391259,1.391259,0,0,1.397845,1.397845,634.2662,,,0,,,0.0000238,2.56564226,1.2100000,2580.528824,18.13589041,1.507897053,,0.74752022,14315000000,4291000000,595000000,427000000
112,GBR,1971,1971,2,1796.0767,742.7,6.32026,0,0,7.49336,1,0,0,0.5812204,1.073597,0.0501219,1.071866,1.369924,0.6476941,0.8738461,0,1.380399,1.380399,636.2334,,,0,,,0.0000455,2.571992348,1.6900000,2583.594131,17.87481663,1.834327718,,1.25247634,16378000000,4379000000,688000000,518000000
112,GBR,1972,1972,2,1000,1000,0,0,0,6.907755,1,0,0,0.4691371,0.8665634,0.0501219,0.8651661,0.790007,0.790007,0,0,0.8041725,0.8041725,639.6752,,,0,,,0.0000829,2.449301218,1.8200000,2588.055062,17.13082369,0.313802108,,-0.167944247,18413000000,4126000000,845000000,592000000
112,GBR,1973,1973,2,1347,1347,0,0,0,7.205635,1,0,0,0.6302306,1.164126,0.0501219,1.162249,1.014395,1.014395,0,0,1.028639,1.028639,646.7759,,,0,,,0.000236352,2.970721698,2.8075000,2591.690657,17.13624396,-1.252547468,,-2.376388475,22928000000,4846000000,1062000000,757000000
112,GBR,1974,1974,2,3007.8967,1812.85,7.17028,0,0,8.008996,1,0,0,3.10273,5.731187,0.0501219,5.721945,6.553362,4.31787,3.042652,0,6.485965,6.485965,645.0629,,,0,,,0.00213461,4.651842134,10.9749994,2593.67052,17.22630415,-3.613449724,,-4.846986037,26313000000,6288000000,1123000000,1648000000
112,GBR,1975,1975,2,668.93333,0,3.04838,160.87,0,6.505684,1,0,0,0.3554727,0.656609,0.0501219,0.6555501,1.524173,0.4313098,1.199867,0,1.555029,1.555029,644.3641,,,0,,,0.018553274,4.118183679,10.4325001,2599.213188,17.15437536,-1.433288446,,-1.807818583,30625000000,7148000000,1219000000,3486000000
112,GBR,1976,1976,2,500,0,3,0,0,6.214608,1,0,0,0.2018196,0.3727898,0.0501219,0.3721887,1.240003,0,1.240003,0,1.264792,1.264792,647.121,,,0,,,0.201105459,4.892682208,11.6300001,2600.997616,16.95730856,-0.593358579,,-1.178217713,34901000000,8065000000,1409000000,5117000000
112,GBR,1977,1977,2,1300,800,3,0,0,7.17012,1,0,0,1.27548,2.355995,0.0501219,2.352196,2.712568,1.793249,1.192798,0,2.751828,2.751828,649.4467,,,0,,,0.613619598,6.321470425,12.5650001,2599.5879,16.29940277,0.05513511,,0.628262601,37715000000,9754000000,1639000000,5380000000
112,GBR,1978,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,652.7932,634.7384,,0,,,0.686442723,6.286342552,12.9166667,2601.371612,16.03513946,0.644119065,,1.209598028,41654000000,12534000000,2050000000,5938000000
112,GBR,1979,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,655.5943,638.3586,,0,,,1.8875463,10.10668265,29.8166665,2602.975739,15.86168515,-0.178279571,,0.303126447,50700000000,14690000000,2148000000,6161000000
112,GBR,1980,1980,2,500,500,0,0,0,6.214608,1,0,1,0.8699133,1.606855,0.0501219,1.604263,1.609814,1.609814,0,0,1.641997,1.641997,653.5706,638.9938,,0,-42.25014781,-72.78779285,1.925631632,13.02962879,35.8458328,2604.522701,15.4211092,1.214624349,,2.101428972,58222000000,15197000000,2287000000,7462000000
112,GBR,1981,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,652.3051,639.2376,,0,-29.72125054,-59.63474476,1.722877696,18.9591957,34.2941662,2604.745355,14.18397798,2.612389859,,2.711613823,58707000000,13335000000,2193000000,8478000000
112,GBR,1982,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,654.5259,640.4011,,0,-16.83370013,-47.92899291,1.14345197,20.28782667,31.7566668,2605.467024,14.74031262,1.550281607,,1.645391073,64782000000,13779000000,2750000000,8798000000
112,GBR,1983,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,658.288,643.9213,,0,-3.769056287,-35.08304894,1.938428367,21.59125203,28.7291667,2607.208979,14.85685898,1.080779734,,0.699158764,71565000000,14523000000,3044000000,8472000000
112,GBR,1984,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,661.1887,646.2098,,0,7.881738481,-22.64833427,2.417360263,21.71555417,27.4933333,2608.432428,15.84726337,0.39728608,,-0.327920904,81608000000,17822000000,3124000000,8128000000
112,GBR,1985,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,664.9841,648.9995,,0,9.289551999,-21.47356328,2.363449313,21.43478655,26.4583333,2608.103619,15.84324885,0.677370025,,0.898101826,88912000000,21748000000,2517000000,8199000000
112,GBR,1986,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,669.1972,653.9288,,0,-6.256345664,-36.26426175,0.777277385,11.87353333,13.1958333,2609.541247,15.69796541,-0.220092795,,-0.824628264,98717000000,21391000000,2613000000,7316000000
112,GBR,1987,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,674.2236,658.0665,,0,-19.93604813,-47.60108888,1.022805954,10.95526269,16.9375000,2609.456302,16.32073594,-1.689509411,,-1.085988626,1.20E+11,23531000000,2711000000,6104000000
112,GBR,1988,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,679.6439,663.8312,,0,-30.87657861,-56.15638949,0.580402473,7.145915986,13.2166667,2609.612255,17.72301688,-3.881471694,,-3.334608053,1.45E+11,26703000000,3082000000,6499000000
112,GBR,1989,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,682.2057,666.7928,,0,-26.3357204,-48.68521643,0.729477626,6.59776395,15.7041667,2610.565974,18.33279447,-4.650906316,,-3.735886835,1.70E+11,30248000000,3215000000,7244000000
112,GBR,1990,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,684.0107,669.2365,,0,-38.48976094,-59.36129632,0.867139405,7.604909662,20.4625000,2612.734532,17.79594967,-3.550311846,30.20337095,-2.274427947,1.75E+11,30244000000,3146000000,8940000000
112,GBR,1991,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,682.7098,668.6423,,0,-40.77378728,-61.7308536,0.383937347,7.245353435,16.5625000,2615.700972,16.85304459,-1.664499465,29.19489603,-0.952930414,1.55E+11,28466000000,2586000000,11954000000
112,GBR,1992,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,683.9962,669.933,,0,-41.34234315,-62.75088047,0.408575146,6.440175613,17.1875000,2616.437279,16.94171831,-1.967025955,30.39975006,-1.155249248,1.50E+11,26425000000,2737000000,12031000000
112,GBR,1993,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,687.4272,672.8616,,0,-25.95237078,-46.64984959,0.464620443,7.102848975,14.9416667,2615.751222,16.7819188,-1.669614871,35.31355001,-0.902368485,1.51E+11,26451000000,3088000000,10300000000
112,GBR,1994,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,692.2618,675.7024,,0,-27.2121612,-48.29005064,0.485250942,6.721718181,14.6666667,2616.798986,17.1859787,-0.879081536,40.48008846,-0.612090654,1.63E+11,28928000000,3102000000,8161000000
112,GBR,1995,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,695.7343,677.631,,0,-38.81121345,-51.25550286,0.476496987,6.223943418,16.1150000,2618.095727,17.56918366,-1.005819432,44.11046902,-0.36579533,1.74E+11,34841000000,3047000000,9640000000
112,GBR,1996,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,699.166,681.2567,,0,-39.86365967,-50.03441469,0.642358284,6.750725008,18.5400000,2618.765193,17.93457565,-0.732832188,43.81248395,-0.259879684,1.86E+11,35304000000,3384000000,10040000000
112,GBR,1997,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,703.4244,684.7215,,0,-44.84200634,-54.71446116,0.45027727,6.058631558,18.0970833,2618.414354,16.9265934,-0.090282644,45.12784089,0.186536749,1.05E+11,21978000000,2015000000,5162000000
112,GBR,1998,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,706.9293,688.5184,,0,-46.06573686,-56.13295501,0.109232247,4.172797916,12.1275833,2621.93691,17.66514797,-0.321197997,46.45776292,-0.720646513,1.16E+11,22158000000,1428000000,6149000000
112,GBR,1999,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,709.8253,692.8955,,0,-42.9552814,-53.37645115,0.401310884,5.569051199,17.1650000,2625.187026,17.61969002,-2.512461203,43.06604807,-1.436118392,1.34E+11,18804000000,1072000000,3827000000
112,GBR,2000,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,714.0952,697.6174,,0,-35.8160539,-44.52449586,0.856768052,8.339555322,26.0841174,2628.277792,17.61817209,-2.404245308,42.85425776,-1.894265438,,,,
112,GBR,2001,2001,2,500,500,0,0,0,6.214608,1,1,1,0.2189587,0.4044481,0.0501219,0.4037959,0.405193,0.405193,0,0,0.4132934,0.4132934,716.2565,701.2283,,0,-29.5733086,-38.28163936,0.600807684,8.081644516,22.7148206,2632.454048,16.92881747,-2.241539793,38.81762957,-2.39796792,,,,
112,GBR,2002,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,718.5258,705.0128,,0,-38.76374287,-42.24606366,0.581832527,8.108056176,23.7205999,2636.337378,17.01058234,-2.265176829,39.69657367,-2.824595122,,,,
112,GBR,2003,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,722.3987,708.6419,,0,-47.73864473,-49.93054248,0.55051704,8.197608836,26.7381408,2640.345904,16.70186054,-1.937075799,39.52607627,-2.395416607,,,,
112,GBR,2004,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,725.5225,711.8847,,0,-58.79940546,-60.12488208,0.571802744,8.753025287,33.4558661,2644.47493,16.6912167,-2.300034322,42.97484717,-2.556685658,,,,
112,GBR,2005,,,0,0,0,0,,0,0,0,0,0,0,0.0501219,0,0,0,0,0,0,0,728.7061,714.4642,,0,-57.72685686,-58.15936704,0.703011599,9.361198541,49.2941589,2648.418259,17.01079368,-2.02130805,44.38903102,-2.521651386,,,,
