ifscode,wbcode,year,discoveryyear,disctype,urr,urr_oil,urr_gas,urr_conden,onshrshare,lnurt_h,discovery,discnopast3,discnonseq,sizecom10,sizecom5,discountrate,sizerisk,sizerealistic,sizerealistic_oilcond,sizerealistic_gas,sizeonshore,sizeoffshore,sizerealtype,lngdplcu,lnclcu,embi,in_embi_dumm,ln_rer_def,ln_rer_cpi,oil_rent,fuel_exp,oil_price,lngovlcu,inv_gdp,ca_gdp,debt_gdp,tb_gdp,inv_n,inv_m,inv_c,inv_o
137,LUX,1980,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,224.5203,,,0,,327.28793,0,,35.8458328,2149.535631,17.49479373,,,,26969000000,7834000000,1166000000,55000000
137,LUX,1981,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,225.3152,,,0,,353.2401944,0,,34.2941662,2150.925844,16.28746121,,,,25954000000,8737000000,1310000000,4000000
137,LUX,1982,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,226.3493,,,0,,370.9949075,0,,31.7566668,2152.395634,16.02929616,,,,30323000000,7609000000,1693000000,12000000
137,LUX,1983,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,228.2182,,,0,,377.0941136,0,,28.7291667,2154.273972,13.73306706,,,,27185000000,7859000000,1987000000,15000000
137,LUX,1984,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,232.8393,,,0,,387.2981575,0,,27.4933333,2156.424319,12.94874673,,,,29430000000,7706000000,1600000000,4000000
137,LUX,1985,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,238.2843,203.431,,0,,389.4917029,0,,26.4583333,2158.388406,11.39943157,,,,25707000000,9146000000,1361000000,10000000
137,LUX,1986,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,247.8,207.3633,,0,,362.6199574,0,,13.1958333,2164.597902,14.2139235,,,,35276000000,12879000000,1121000000,20000000
137,LUX,1987,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,251.675,213.0212,,0,,348.3318141,0,,16.9375000,2173.807621,16.10024561,,,,43788000000,12835000000,1408000000,21000000
137,LUX,1988,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,259.7994,218.4209,,0,,349.3752687,0,,13.2166667,2178.048277,16.54624793,,,,55230000000,10679000000,1625000000,2000000
137,LUX,1989,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,269.1466,223.9151,,0,,357.6970394,0,,15.7041667,2185.889378,16.1095525,,,,64169000000,10323000000,1888000000,192000000
137,LUX,1990,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,274.3298,228.2929,,0,,343.274878,0,,20.4625000,2192.35247,15.81204432,,2.434349465,,66383000000,12245000000,1940000000,99000000
137,LUX,1991,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,282.6211,234.347,,0,,346.5138134,0,,16.5625000,2196.307081,16.84738544,,1.889953762,,76821000000,13213000000,2158000000,142000000
137,LUX,1992,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,284.4242,233.4064,,0,,340.3607743,0,,17.1875000,2199.465663,14.05190869,,2.532873192,,,,,
137,LUX,1993,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,288.5392,236.2625,,0,,347.0801055,0,,14.9416667,2204.56668,16.26233709,,2.802554341,,,,,
137,LUX,1994,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,292.2891,239.4135,,0,,344.1323954,0,,14.6666667,2205.545305,15.67054302,,,,,,,
137,LUX,1995,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,293.7112,242.0164,,0,351.6881297,332.395379,0,,16.1150000,2208.655817,17.87022582,,,,2543225800,402468600,56927000,3211800
137,LUX,1996,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,295.2151,245.8794,,0,353.9929486,339.0107675,0,,18.5400000,2214.589454,16.88443561,,,,2878559800,253725200,41148100,4348300
137,LUX,1997,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,300.9828,249.4824,,0,371.0765523,354.4106448,0,,18.0970833,2217.159018,16.98583586,,,,3111382500,387173700,61056600,2763300
137,LUX,1998,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,307.273,253.9868,,0,375.7063061,356.453192,0,,12.1275833,2219.829151,17.77642282,,,,3345911600,376690600,62539000,4472600
137,LUX,1999,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,315.3578,258.7027,,0,,,0,0.069740687,17.1650000,2226.817952,19.32341143,7.415464032,,12.17902216,4245640600,356847300,59807300,4205700
137,LUX,2000,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,323.4619,263.5114,,0,,,0,0.099963042,26.0841174,2230.636655,17.088191,11.75028677,,20.22299675,4156096800,324260200,89378100,4868300
137,LUX,2001,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,325.9507,267.5692,,0,,,0,0.179316128,22.7148206,2237.940698,17.68539668,7.772122929,,18.0427671,4574941600,458409400,69949600,6325400
137,LUX,2002,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,329.9574,272.9159,,0,,,0,0.5768711,23.7205999,2242.64793,17.30846319,8.907829495,,26.2123048,4744885900,554136500,114207200,6622000
137,LUX,2003,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,331.6119,270.2549,,0,,,0,0.488095264,26.7381408,2246.652985,17.1678038,6.581476367,,23.8143134,5056534600,529567000,147470100,7628100
137,LUX,2004,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,335.894,273.1259,,0,,,0,0.576635048,33.4558661,2250.061869,17.55800541,11.94335532,,22.98700474,5367565300,495483800,145936500,5508900
137,LUX,2005,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,341.0137,275.6891,,0,,,0,0.489958935,49.2941589,2252.755745,16.84532943,10.99683479,,23.27880185,5689594100,522666100,145190700,5676800
137,LUX,2006,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,345.8293,278.3553,,0,,,0,0.764012057,61.4308120,2254.605406,16.543399,9.929028417,,28.23891532,5707919800,629765700,187105100,5795400
137,LUX,2007,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,352.2098,281.451,,0,,,0,0.778729705,68.3690539,2258.30859,17.18100629,9.80835934,,31.13536568,6750496200,824540100,188825300,8938100
137,LUX,2008,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,351.472,281.3994,,0,,,0,0.876227948,93.7771335,2259.720066,19.48249558,7.798242655,,31.72757353,7152981500,728187100,160752500,6497000
137,LUX,2009,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,345.7556,282.0081,,0,,,0,1.255245551,61.7549198,2263.308712,17.8344544,6.899992423,,30.59620785,5883214100,560410400,118339000,4481900
137,LUX,2010,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,348.8094,284.1882,,0,,,0,0.955494137,78.0611548,2264.66981,17.6081714,6.737416716,,27.85211404,,,,
137,LUX,2011,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,350.6968,285.14,,0,,,0,0.845023755,106.0339382,2265.485464,19.52362712,5.973765015,,26.93162337,,,,
137,LUX,2012,,,0,0,0,0,,0,0,0,0,0,0,0.0447874,0,0,0,0,0,0,0,350.5209,287.813,,0,,,0,0.923744012,108.9044499,2268.918938,20.79030439,5.658264622,,31.35524587,,,,
138,NLD,1960,,,0,0,0,0,,0,0,0,0,,,0.0472058,,,,,,,,,,,0,,,,,1.6300001,2423.400753,,,,,,,,
138,NLD,1961,,,0,0,0,0,,0,0,0,0,,,0.0472058,,,,,,,,,,,0,,,,,1.5700000,2426.191171,,,,,,,,
138,NLD,1962,,,0,0,0,0,,0,0,0,0,,,0.0472058,,,,,,,,,,,0,,,,23.58410998,1.5200000,2429.469243,,,,,,,,
138,NLD,1963,,,0,0,0,0,,0,0,0,0,,,0.0472058,,,,,,,,,,,0,,,,10.30517321,1.5000000,2434.084179,,,,,,,,
138,NLD,1964,1964,1,583.33333,0,3.5,0,1,6.368759,1,1,1,,,0.0472058,,,,,,,,,,,0,,,,9.219921426,1.4500000,2435.789436,,,,,,,,
138,NLD,1965,,,0,0,0,0,,0,0,0,0,,,0.0472058,,,,,,,,,,,0,,,,8.826346018,1.4200000,2449.571179,,,,,,,,
138,NLD,1966,,,0,0,0,0,,0,0,0,0,,,0.0472058,,,,,,,,,,,0,,,,7.082576243,1.3600000,2451.287592,,,,,,,,
138,NLD,1967,,,0,0,0,0,,0,0,0,0,,,0.0472058,,,,,,,,,,,0,,,,7.921237621,1.3300000,2453.644488,,2.420252377,,-0.919431635,,,,
138,NLD,1968,,,0,0,0,0,,0,0,0,0,,,0.0472058,,,,,,,,,,,0,,,,7.742177668,1.3200000,2455.818068,,2.710036981,,-0.174777028,,,,
138,NLD,1969,,,0,0,0,0,,0,0,0,0,,,0.0472058,,,,,,,,,,,0,,,,8.314144856,1.2700000,2460.214081,,2.413103603,,-0.375293729,21047000000,4429000000,1520000000,447000000
138,NLD,1970,1970,2,583.33333,0,3.5,0,0,6.368759,1,1,1,0.4671863,0.8629602,0.0472058,0.895631,1.882304,0,1.882303,0,1.919528,1.919528,,,,0,,,0.003431925,10.72200208,1.2100000,2468.079659,26.48718611,0.505948788,,-1.591675801,47551000000,12894000000,2697000000,985000000
138,NLD,1971,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,,,,0,,,0.004557062,12.50763401,1.6900000,2473.343842,26.31202939,1.176480221,,-0.388906988,54952000000,12330000000,2376000000,1788000000
138,NLD,1972,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,,,,0,,,0.005400715,12.0072212,1.8200000,2476.712206,24.37146741,3.840056897,,2.238720054,58571000000,11201000000,3142000000,1766000000
138,NLD,1973,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,,,,0,,,0.009969747,13.03960028,2.8075000,2478.757617,23.73593071,4.487620702,,2.738277904,64620000000,11985000000,4521000000,1633000000
138,NLD,1974,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,,,,0,,,0.064480806,16.01439135,10.9749994,2481.191181,21.65388825,3.484492335,,2.233522757,68356000000,14077000000,4519000000,1710000000
138,NLD,1975,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,,,,0,,,0.050505101,17.07134507,10.4325001,2484.838813,21.20662098,2.387886697,,2.74707675,73415000000,13695000000,4249000000,3017000000
138,NLD,1976,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,,,,0,,,0.049867595,17.67744712,11.6300001,2489.394738,20.3437064,3.2857468,,2.699547434,79723000000,13222000000,4891000000,2601000000
138,NLD,1977,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,,,,0,,,0.046806052,18.2017449,12.5650001,2494.09852,21.15692132,1.112690991,,0.883078246,1.37E+11,16019000000,9555000000,2764000000
138,NLD,1978,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,,,,0,,,0.039248188,15.99754062,12.9166667,2497.063248,20.98392765,-0.580317218,,-0.192545348,1.01E+11,7448000000,7698000000,1641000000
138,NLD,1979,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,,,,0,,,0.079292793,18.81870387,29.8166665,2500.734186,20.01826706,0.194646851,,-0.656583303,1.05E+11,7835000000,8505000000,1444000000
138,NLD,1980,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,576.6469,543.2159,,0,,39.446906,0.089758721,21.84193708,35.8458328,2509.261192,19.77944898,-0.438097623,,-0.636580343,1.13E+11,8883000000,7072000000,1624000000
138,NLD,1981,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,576.1315,542.3698,,0,,65.47828245,0.086702776,23.8603114,34.2941662,2511.723365,18.06189542,2.331007251,,2.984727721,1.09E+11,8085000000,6964000000,1863000000
138,NLD,1982,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,574.8405,541.981,,0,,72.46486393,0.060248426,23.85153828,31.7566668,2513.496981,17.78419279,3.170906066,,3.754769689,1.10E+11,7888000000,7449000000,2329000000
138,NLD,1983,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,576.5837,543.8142,,0,,79.58370725,0.145345962,23.16252795,28.7291667,2516.48003,17.79965814,3.316340718,,3.229249251,1.13E+11,8511000000,8660000000,2390000000
138,NLD,1984,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,579.6547,544.0013,,0,,92.25556921,0.194876101,22.58580994,27.4933333,2515.846998,18.51673907,4.433381794,,4.23014286,1.19E+11,11424000000,7522000000,2402000000
138,NLD,1985,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,582.2768,546.2116,,0,,96.95891757,0.241715056,22.69345997,26.4583333,2519.68383,19.42595638,2.952966315,,3.860036855,1.29E+11,28737000000,8219000000,5496000000
138,NLD,1986,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,585.3532,548.2121,,0,,68.32704864,0.088085663,15.16169118,13.1958333,2521.023531,20.18584584,2.149853,,3.08487606,1.37E+11,31505000000,9475000000,4432000000
138,NLD,1987,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,587.187,550.8778,,0,,53.60137542,0.110835152,10.86255017,16.9375000,2524.872164,20.09246145,1.708454079,,2.004592146,1.43E+11,31853000000,8011000000,3463000000
138,NLD,1988,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,591.6717,552.3016,,0,,54.40838082,0.070316622,8.420040551,13.2166667,2526.07363,21.32719168,2.723051411,,3.010409702,1.58E+11,30253000000,9357000000,2990000000
138,NLD,1989,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,595.9976,554.8558,,0,,65.08556969,0.099912613,8.93484126,15.7041667,2527.556135,21.09407736,3.885953199,,3.544388202,1.69E+11,31085000000,10369000000,3118000000
138,NLD,1990,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,600.095,558.227,,0,,52.67740108,0.116733088,9.599224915,20.4625000,2529.763137,20.83053769,2.541013662,54.80317756,3.660295412,1.75E+11,33950000000,10959000000,3599000000
138,NLD,1991,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,602.5057,560.8593,,0,,56.35643177,0.04892083,9.749148479,16.5625000,2532.317414,20.59142408,2.279841389,55.28956181,3.409067027,1.80E+11,32167000000,10849000000,5052000000
138,NLD,1992,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,604.1977,562.1773,,0,,50.07451482,0.041233081,8.475612898,17.1875000,2534.831626,20.60681919,1.886281738,56.08873192,3.342275648,1.89E+11,30661000000,10347000000,5416000000
138,NLD,1993,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,605.4458,563.4411,,0,,55.90055097,0.038568738,8.883617504,14.9416667,2536.982839,20.0178348,3.734505014,56.53138782,4.758364117,1.88E+11,27437000000,9044000000,7998000000
138,NLD,1994,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,608.3629,565.406,,0,,53.68229611,0.042319194,7.494228644,14.6666667,2539.009711,19.83826559,4.561550877,54.29444267,4.986371635,2.00E+11,25482000000,8953000000,4833000000
138,NLD,1995,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,611.4324,567.9838,,0,54.13865844,42.01517889,0.031251962,7.032982381,16.1150000,2541.487362,20.3718417,5.698128312,,5.518279873,2.01E+11,40267000000,9332000000,3995000000
138,NLD,1996,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,614.7799,570.5394,,0,59.77079202,47.68781082,0.035660047,8.143624131,18.5400000,2540.234691,21.00990621,4.773099929,,5.488612785,1.14E+11,16135000000,4940000000,2327000000
138,NLD,1997,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,618.969,573.6495,,0,73.45237764,62.5295645,0.028240262,7.132074335,18.0970833,2543.37116,21.42187393,6.016297539,,5.808978305,1.21E+11,18541000000,5718000000,4416000000
138,NLD,1998,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,622.8193,577.8256,,0,74.19253589,63.77972905,0.005606683,6.346098303,12.1275833,2547.293629,21.85190498,2.975068706,,5.2295073,1.32E+11,18723000000,5466000000,3064000000
138,NLD,1999,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,627.3961,582.2072,,0,,,0.018412116,6.61876598,17.1650000,2549.448705,22.88220099,3.509443029,,4.14213274,1.48E+11,18162000000,6787000000,2239000000
138,NLD,2000,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,631.2634,585.3228,,0,,,0.040910629,8.227931184,26.0841174,2552.69807,22.47412911,1.744230185,,3.789026002,1.55E+11,18114000000,6647000000,2057000000
138,NLD,2001,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,632.8863,587.9709,,0,,,0.027672273,6.051977701,22.7148206,2557.09981,22.24617885,2.275045397,,3.877868174,1.62E+11,16759000000,6893000000,2876000000
138,NLD,2002,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,632.8511,589.6305,,0,,,0.043884528,5.463731866,23.7205999,2561.370681,21.29343824,2.336124347,,3.710499878,1.60E+11,17396000000,7050000000,3173000000
138,NLD,2003,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,633.118,590.444,,0,,,0.04366378,5.544768473,26.7381408,2564.110895,20.8927176,5.160182325,,6.193865814,1.61E+11,16273000000,7065000000,3491000000
138,NLD,2004,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,634.9561,591.0745,,0,,,0.047656819,5.733133054,33.4558661,2563.63633,20.52777517,6.736848883,,7.181374283,81521000000,7287000000,3276000000,1199000000
138,NLD,2005,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,637.1788,591.8969,,0,,,0.047184989,7.354005016,49.2941589,2564.843662,20.77111124,6.07214136,,7.946106612,85543000000,7795000000,3288000000,1361000000
138,NLD,2006,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,640.9301,594.744,,0,,,0.047864362,8.452905151,61.4308120,2572.841226,21.47540352,7.795767658,,7.942512975,92819000000,8207000000,3432000000,1986000000
138,NLD,2007,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,645.0412,597.0884,,0,,,0.069335044,8.727870265,68.3690539,2575.918414,23.754217,5.906839812,,8.41930783,99451000000,8921000000,3934000000,1556000000
138,NLD,2008,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,647.1072,598.8891,,0,,,0.07313585,10.59426951,93.7771335,2579.079359,22.56112778,4.109267049,,8.218432393,,,,
138,NLD,2009,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,643.7484,599.3233,,0,,,0.031988091,8.154416466,61.7549198,2583.653156,21.41317978,5.762021558,,7.433486008,,,,
138,NLD,2010,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,644.8117,599.6868,,0,,,0.036217468,10.00893843,78.0611548,2584.570484,19.69658332,7.302588017,,8.306609453,,,,
138,NLD,2011,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,646.4616,599.0742,,0,,,0.054823121,13.39217395,106.0339382,2584.154105,20.34749546,8.994684761,,8.424781827,,,,
138,NLD,2012,,,0,0,0,0,,0,0,0,0,0,0,0.0472058,0,0,0,0,0,0,0,644.863,597.7746,,0,,,0.058653198,14.06912506,108.9044499,2582.989972,19.26296052,10.67327189,,9.507114259,,,,
142,NOR,1960,,,0,0,0,0,,0,0,0,0,,,0.0472401,,,,,,,,637.2922,,,0,,,,,1.6300001,2512.523736,23.64293342,,,,,,,
142,NOR,1961,,,0,0,0,0,,0,0,0,0,,,0.0472401,,,,,,,,643.3779,,,0,,,,,1.5700000,2518.789156,24.99943868,,,,,,,
142,NOR,1962,,,0,0,0,0,,0,0,0,0,,,0.0472401,,,,,,,,646.1526,,,0,,,,3.26108421,1.5200000,2523.54051,25.26782428,,,,,,,
142,NOR,1963,,,0,0,0,0,,0,0,0,0,,,0.0472401,,,,,,,,649.8682,,,0,,,,4.803941517,1.5000000,2529.904397,25.26734085,,,,,,,
142,NOR,1964,,,0,0,0,0,,0,0,0,0,,,0.0472401,,,,,,,,654.7556,,,0,,,,4.660659577,1.4500000,2536.109756,24.85598352,,,,,,,
142,NOR,1965,,,0,0,0,0,,0,0,0,0,,,0.0472401,,,,,,,,659.9058,,,0,,,,2.085912047,1.4200000,2545.055527,25.21405006,,,,,,,
142,NOR,1966,,,0,0,0,0,,0,0,0,0,,,0.0472401,,,,,,,,663.6232,,,0,,,,1.610803394,1.3600000,2548.093477,25.73238013,,,,,,,
142,NOR,1967,,,0,0,0,0,,0,0,0,0,,,0.0472401,,,,,,,,669.6926,,,0,,,,1.648468202,1.3300000,2557.049716,27.0674408,,,,,,,
142,NOR,1968,,,0,0,0,0,,0,0,0,0,,,0.0472401,,,,,,,,671.9245,,,0,,,,1.965684698,1.3200000,2561.166347,25.66076901,,,,,,,
142,NOR,1969,1969,2,7287.7291,5090.02,13.186057,0.03295489,0,8.893948,1,1,1,,,0.0472401,,,,,,,,676.332,,,0,,,,1.461456788,1.2700000,2565.861462,22.44826913,,,,,,,
142,NOR,1970,1970,2,1002,502,3,0,0,6.909753,1,0,0,3.349818,6.187593,0.0472401,6.418907,7.99153,4.383016,4.367637,0,8.136769,8.136769,678.2844,620.767,,0,,,,0.923390878,1.2100000,2571.948032,25.31190385,,,,74081000000,12105000000,6483000000,2051000000
142,NOR,1971,1971,2,696.66667,0,4.18,0,0,6.546307,1,0,0,1.390087,2.56769,0.0472401,2.663678,6.295398,0,6.295398,0,6.423414,6.423414,682.6143,625.6179,,0,,,0.002445523,1.168086352,1.6900000,2578.653404,27.85427146,,,,91717000000,14062000000,7454000000,3800000000
142,NOR,1972,1972,2,570.33333,172,2.39,0,0,6.346221,1,0,0,1.486148,2.745129,0.0472401,2.847752,4.863405,1.669536,3.54445,0,4.959327,4.959327,688.0992,628.9487,,0,,,0.017352016,1.216294412,1.8200000,2583.127634,25.76282603,,,,95043000000,13171000000,8077000000,5749000000
142,NOR,1973,,,0,0,0,0,,0,0,0,0,0,0,0.0472401,0,0,0,0,0,0,0,691.8815,632.507,,0,,,0.033556658,1.253805541,2.8075000,2588.033796,27.5289304,,,,1.14E+11,14015000000,8819000000,8668000000
142,NOR,1974,1974,2,10922.643,9000,8.1050943,571.79398,0,9.298594,1,0,1,112.9391,208.6148,0.0472401,216.4135,142.5584,128.7102,26.15637,0,129.15,129.15,696.8455,636.3297,,0,,,0.240720109,5.52166556,10.9749994,2591.565518,28.08345803,,,,1.26E+11,21961000000,10671000000,18081000000
142,NOR,1975,,,0,0,0,0,,0,0,0,0,0,0,0.0472401,0,0,0,0,0,0,0,700.8023,641.672,,0,,,1.005414813,13.73608202,10.4325001,2598.821904,29.39882496,-7.537695238,,-5.990082822,1.63E+11,25661000000,13155000000,21895000000
142,NOR,1976,,,0,0,0,0,,0,0,0,0,0,0,0.0472401,0,0,0,0,0,0,0,707.4814,647.9271,,0,,,1.517759987,16.69617614,11.6300001,2604.775847,30.53329071,-10.42304685,,-8.37437479,1.94E+11,26530000000,15380000000,36361000000
142,NOR,1977,,,0,0,0,0,,0,0,0,0,0,0,0.0472401,0,0,0,0,0,0,0,711.0182,654.0554,,0,,,1.448891617,16.7658232,12.5650001,2608.848246,30.20582763,-12.17380974,,-9.305376291,2.06E+11,34026000000,18561000000,50509000000
142,NOR,1978,1978,2,5437.9799,5300,0.74,14.646617,0,8.601163,1,1,1,39.34284,72.67188,0.0472401,75.38859,52.34321,51.3945,2.001091,0,50.27329,50.27329,706.0729,652.6657,,0,,,1.634346334,20.47668916,12.9166667,2613.651843,25.89794739,-4.552822263,,-0.78791716,2.61E+11,39491000000,26900000000,38527000000
142,NOR,1979,1979,2,13172.086,8926.3333,24.301321,195.53233,0,9.485855,1,0,0,151.2462,279.3734,0.0472401,289.8173,213.8423,161.0643,84.50705,0,189.9453,189.9453,710.3234,656.9904,,0,,,3.858165186,36.05237248,29.8166665,2618.61212,25.29031419,-1.971358353,,2.301950706,2.24E+11,27120000000,19764000000,44404000000
142,NOR,1980,,,0,0,0,0,,0,0,0,0,0,0,0.0472401,0,0,0,0,0,0,0,714.7393,659.6919,,0,207.7930478,178.97424,5.081164693,48.74228429,35.8458328,2622.884292,23.89622482,1.673957406,,5.455658909,2.37E+11,33404000000,21824000000,45284000000
142,NOR,1981,1981,2,1284.8667,508.2,4,110,0,7.15841,1,0,1,12.17675,22.4922,0.0472401,23.33303,31.07096,16.5364,17.66001,0,31.54234,31.54234,716.275,661.952,,0,219.6214178,191.0364516,3.850030312,50.73598101,34.2941662,2626.218339,24.70573587,3.359869481,,7.081965266,2.72E+11,40520000000,23388000000,50956000000
142,NOR,1982,,,0,0,0,0,,0,0,0,0,0,0,0.0472401,0,0,0,0,0,0,0,716.3999,663.3585,,0,227.380675,197.9776897,2.234813179,52.34991333,31.7566668,2628.656158,24.84351044,1.019625626,,5.052514987,3.04E+11,33224000000,23232000000,70152000000
142,NOR,1983,,,0,0,0,0,,0,0,0,0,0,0,0.0472401,0,0,0,0,0,0,0,720.1938,665.8342,,0,236.7886068,205.2807696,4.189610996,52.75194974,28.7291667,2631.627473,25.2093305,3.174549331,,6.995430245,3.43E+11,30080000000,2.06E+10,93836000000
142,NOR,1984,1984,2,3916.1933,2042,7.76516,580,0,8.272876,1,0,1,41.31413,76.31313,0.0472401,79.16596,67.70023,48.7498,26.97634,0,66.32028,66.32028,725.9209,668.0715,,0,245.4558453,214.6634388,5.063239634,54.57536008,27.4933333,2633.134359,24.07871329,4.643760536,,8.06279057,3.49E+11,33924000000,2.17E+10,1.15E+11
142,NOR,1985,1985,2,1271.6682,1155.8978,0.69462264,0,0,7.148085,1,0,0,13.73099,25.36311,0.0472401,26.31127,24.231,22.33614,2.900634,0,24.60143,24.60143,731.1364,674.5638,,0,248.7401079,217.7919067,5.385427923,53.75168115,26.4583333,2635.777515,22.09017403,4.632423767,,7.124024546,3.39E+11,43716000000,2.48E+10,1.33E+11
