year,country,sector,M,D,OUT,Mw,Dw,TLS
1999,COL,F,78697.239000,69700.732700,165370.801600,656.738700,46.485600,1795.065700
1999,COL,F09,78670.881900,69675.456600,165314.322100,656.533500,46.482200,1794.690800
1999,CRI,B06,0.095200,0.056400,0.305200,0.011000,0.002400,0.007600
1999,CRI,B0609,0.126900,0.077100,0.403300,0.013100,0.003000,0.010500
1999,CRI,F,11022.610900,7711.680000,24491.955200,415.286300,116.156000,483.407700
1999,CRI,F09,11022.579200,7711.659300,24491.857100,415.284200,116.155400,483.404800
1999,CYP,B06,6.093700,5.671300,13.544300,4.949800,4.942600,0.043100
1999,CYP,B0609,6.232500,5.784200,13.771300,5.028700,5.021500,0.045100
1999,CYP,F,9789.796500,7149.611500,19638.686600,1332.866500,1324.389300,139.732400
1999,CYP,F09,9789.657700,7149.498600,19638.459600,1332.787600,1324.310400,139.730400
1999,CZE,B06,11.431300,8.970400,34.520300,0.062400,0.024600,0.843000
1999,CZE,B0609,43.882200,32.077100,90.069200,0.080800,0.033000,3.533700
1999,CZE,F,79191.273000,62285.419500,140569.382800,134.177600,56.101200,2161.220500
1999,CZE,F09,79158.822100,62262.312800,140513.833900,134.159200,56.092800,2158.529800
1999,DEU,B06,1428.733600,1110.807200,2031.994400,7.064100,4.384500,37.960400
1999,DEU,B0609,1812.725400,1432.093300,2653.491800,9.904000,6.211700,56.312400
1999,DEU,F,1793382.400400,1521435.492000,3817071.623500,4876.425100,3252.235000,45513.317100
1999,DEU,F09,1792998.408600,1521114.205900,3816450.126100,4873.585200,3250.407800,45494.965100
1999,DNK,B06,256.207200,202.353500,2408.696800,5.342100,5.153200,7.871300
1999,DNK,B0609,332.532400,262.971200,2531.902500,5.826500,5.599200,16.596200
1999,DNK,F,130560.377900,101808.565000,286324.345900,1253.232700,1156.711700,6076.922100
1999,DNK,F09,130484.052700,101747.947300,286201.140200,1252.748300,1156.265700,6068.197200
1999,EGY,B06,984.695900,823.625100,12385.656700,31.690900,20.839000,34.093100
1999,EGY,B0609,1082.803100,897.862600,12715.301400,34.237100,22.543900,39.034500
1999,EGY,F,57256.144000,47560.915200,135399.732900,1006.205700,745.412200,1401.594800
1999,EGY,F09,57158.036800,47486.677700,135070.088200,1003.659500,743.707300,1396.653400
1999,ESP,B06,14.772900,11.346500,73.665000,0.236500,0.104000,0.727400
1999,ESP,B0609,56.563800,45.165900,156.705600,0.828500,0.349900,3.296500
1999,ESP,F,566105.343600,468729.694500,1156833.153200,2748.932900,1180.310900,13737.919300
1999,ESP,F09,566063.552700,468695.875100,1156750.112600,2748.340900,1180.065000,13735.350200
1999,EST,B06,38.422200,30.814600,84.236400,0.297900,0.070000,1.017500
1999,EST,B0609,65.534200,49.739500,143.399300,0.572200,0.182100,1.920200
1999,EST,F,6173.231200,4069.322100,11505.739300,123.203100,43.058900,188.327700
1999,EST,F09,6146.119200,4050.397200,11446.576400,122.928800,42.946800,187.425000
1999,FIN,B06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1999,FIN,B0609,0.967100,0.795100,2.129300,0.010700,0.000700,0.087800
1999,FIN,F,120881.237400,97883.681400,243677.014400,1078.247400,428.318000,5103.773800
1999,FIN,F09,120880.270300,97882.886300,243674.885100,1078.236700,428.317300,5103.686000
1999,FRA,B06,117.451400,107.869600,315.726700,0.599000,0.534300,7.413400
1999,FRA,B0609,262.776600,234.353500,472.908000,1.223400,1.078400,17.115100
1999,FRA,F,1191266.338100,1015800.403900,2571053.623400,1827.954500,1458.829200,46181.930200
1999,FRA,F09,1191121.012900,1015673.920000,2570896.442100,1827.330100,1458.285100,46172.228500
1999,GBR,B06,8303.439900,7278.767600,27625.124900,80.716200,20.784900,168.399900
1999,GBR,B0609,10833.528700,9483.944500,32207.309700,92.720900,24.261800,299.532800
1999,GBR,F,1323354.623700,1151716.371400,2865033.467400,4569.688300,1788.599500,46109.061600
1999,GBR,F09,1320824.534900,1149511.194500,2860451.282600,4557.683600,1785.122600,45977.928700
1999,GRC,B06,11.555300,7.541600,15.417200,0.200700,0.068600,0.618800
1999,GRC,B0609,20.605200,14.626000,37.579700,0.306500,0.108900,1.248100
1999,GRC,F,101640.588500,83392.981200,238613.180000,1332.804800,517.224900,3237.068300
1999,GRC,F09,101631.538600,83385.896800,238591.017500,1332.699000,517.184600,3236.439000
1999,HKG,B06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1999,HKG,B0609,96.239900,72.702900,120.320700,6.798300,2.641100,2.303400
1999,HKG,F,169625.575700,141007.448600,331779.080100,9090.537300,3933.624100,3200.444800
1999,HKG,F09,169529.335800,140934.745700,331658.759400,9083.739000,3930.983000,3198.141400
1999,HRV,B06,8.854900,6.421600,75.698600,0.138300,0.076500,3.105100
1999,HRV,B0609,113.773400,87.553400,232.081700,1.577700,0.878200,9.246300
1999,HRV,F,19937.604100,15694.494100,40644.098900,250.210800,146.356600,977.381400
1999,HRV,F09,19832.685600,15613.362300,40487.715800,248.771400,145.554900,971.240200
1999,HUN,B06,26.748000,15.691600,41.218400,0.030600,0.018500,1.859400
1999,HUN,B0609,38.520100,23.733000,68.128700,1.688600,0.698700,2.550900
1999,HUN,F,55124.788800,37966.970200,99495.953000,98.106600,40.155900,2221.380000
1999,HUN,F09,55113.016700,37958.928800,99469.042700,96.448600,39.475700,2220.688500
1999,IDN,B06,2385.918900,1927.907400,10111.603100,21.125300,17.105900,47.843600
1999,IDN,B0609,3010.757200,2418.779900,11508.087800,26.008300,21.116300,60.402100
1999,IDN,F,149429.677500,123431.624900,303955.035400,1010.771800,868.174100,2732.170200
1999,IDN,F09,148804.839200,122940.752400,302558.550700,1005.888800,864.163700,2719.611700
1999,IND,B06,4561.032100,4105.047300,9947.394500,32.081300,0.014300,276.792600
1999,IND,B0609,4728.920900,4251.196500,11764.704600,32.865200,0.015100,290.076600
1999,IND,F,442114.256400,401114.207000,856972.973700,1246.700700,600.716800,21185.270800
1999,IND,F09,441946.367600,400968.057800,855155.663600,1245.916800,600.716000,21171.986800
1999,IRL,B06,26.283100,13.739900,42.548700,0.575700,0.000600,0.852800
1999,IRL,B0609,63.257300,35.555700,89.744800,1.061900,0.002300,2.268200
1999,IRL,F,112958.485500,79094.536400,204406.793200,528.000200,38.812000,3354.654900
1999,IRL,F09,112921.511300,79072.720600,204359.597100,527.514000,38.810300,3353.239500
1999,ISL,B06,0.170600,0.125000,0.521300,0.014300,0.008400,0.010700
1999,ISL,B0609,0.183100,0.135400,0.562300,0.014900,0.008800,0.011500
1999,ISL,F,6939.975900,5426.940900,14922.890700,243.591400,155.137300,289.135400
1999,ISL,F09,6939.963400,5426.930500,14922.849700,243.590800,155.136900,289.134600
1999,ISR,B06,69.961900,44.831700,227.556200,2.390200,0.907900,7.123000
1999,ISR,B0609,98.569800,65.429400,291.312300,3.002400,1.158400,9.085900
1999,ISR,F,75303.988500,56633.349100,187019.551700,1024.130700,476.833700,3957.392200
1999,ISR,F09,75275.380600,56612.751400,186955.795600,1023.518500,476.583200,3955.429300
1999,ITA,B06,4108.593600,2940.198400,8750.351400,521.201800,5.279000,118.056500
1999,ITA,B0609,4132.705900,2958.553800,9008.474200,524.580900,5.299900,119.724900
1999,ITA,F,1204064.895100,1053125.923900,2361614.027100,7887.544600,3046.410200,40898.512600
1999,ITA,F09,1204040.782800,1053107.568500,2361355.904300,7884.165500,3046.389300,40896.844200
1999,JOR,B06,20.555700,12.864900,64.665400,0.694900,0.000800,0.601000
1999,JOR,B0609,36.659100,23.743800,115.243500,1.178400,0.002000,1.303500
1999,JOR,F,6344.105200,3886.483500,13578.328300,69.268400,6.235000,283.734900
1999,JOR,F09,6328.001800,3875.604600,13527.750200,68.784900,6.233800,283.032400
1999,JPN,B06,317.558000,307.943200,835.061100,0.393900,0.385300,12.423100
1999,JPN,B0609,1542.105300,1451.807100,3102.857300,5.388200,2.756500,104.243300
1999,JPN,F,3439560.394800,3237409.158600,7893092.128600,20532.779700,14361.076400,126278.998700
1999,JPN,F09,3438335.847500,3236265.294700,7890824.332400,20527.785400,14358.705200,126187.178500
1999,KAZ,B06,4005.871900,3501.545400,6740.636500,10.791200,5.281100,126.315500
1999,KAZ,B0609,4192.062800,3651.790000,7064.778900,11.348300,5.562900,140.981500
1999,KAZ,F,13982.221500,11344.161700,27841.757200,40.506600,20.078200,390.389900
1999,KAZ,F09,13796.030600,11193.917100,27517.614800,39.949500,19.796400,375.723900
1999,KHM,B06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1999,KHM,B0609,3.491400,2.959700,8.292600,0.063500,0.000400,0.056700
1999,KHM,F,2407.001200,1769.733500,5806.565300,40.059900,2.840000,57.819100
1999,KHM,F09,2403.509800,1766.773800,5798.272700,39.996400,2.839600,57.762400
1999,KOR,B06,26.908300,20.957600,109.883300,1.194600,0.553700,1.162700
1999,KOR,B0609,28.627400,22.389300,120.007400,1.239300,0.575100,1.248300
1999,KOR,F,551989.142500,456001.562300,1019915.099400,10259.904200,5417.145500,17428.894300
1999,KOR,F09,551987.423400,456000.130600,1019904.975300,10259.859500,5417.124100,17428.808700
1999,LAO,B06,1.228200,0.838600,13.942100,0.047000,0.003600,0.029100
1999,LAO,B0609,4.437100,3.486300,27.209000,0.088200,0.007600,0.079300
1999,LAO,F,770.711000,501.692700,2211.799600,11.542300,1.168600,23.785800
1999,LAO,F09,767.502100,499.045000,2198.532700,11.501100,1.164600,23.735600
1999,LTU,B06,16.148500,10.190200,38.505900,0.477600,0.237700,1.636600
1999,LTU,B0609,17.693700,11.246200,47.680700,0.509600,0.253800,1.779400
1999,LTU,F,8077.462300,5882.625900,18222.049300,71.920600,39.323200,521.029800
1999,LTU,F09,8075.917100,5881.569900,18212.874500,71.888600,39.307100,520.887000
1999,LUX,B06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1999,LUX,B0609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1999,LUX,F,26844.255300,11272.247300,47265.204400,182.079300,9.645100,823.901500
1999,LUX,F09,26844.255300,11272.247300,47265.204400,182.079300,9.645100,823.901500
1999,LVA,B06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1999,LVA,B0609,0.018500,0.016000,0.238200,0.000400,0.000300,0.001500
1999,LVA,F,7069.111500,5667.825400,14070.007900,103.240100,56.156800,280.137200
1999,LVA,F09,7069.093000,5667.809400,14069.769700,103.239700,56.156500,280.135700
1999,MAR,B06,0.927600,0.772600,6.532800,0.021800,0.000700,0.130900
1999,MAR,B0609,3.015100,2.569600,28.527500,0.032000,0.001200,0.232000
1999,MAR,F,28403.003200,22083.663200,65414.517600,237.297100,68.163400,1800.754200
1999,MAR,F09,28400.915700,22081.866200,65392.522900,237.286900,68.162900,1800.653100
1999,MEX,B06,4194.309600,3958.121100,35187.292900,15.489300,0.606100,28.920400
1999,MEX,B0609,5797.857700,5404.853700,37821.429700,21.327300,0.984800,51.186300
1999,MEX,F,472665.402000,386198.693400,1056251.220600,1127.629200,410.527900,7348.428700
1999,MEX,F09,471061.853900,384751.960800,1053617.083800,1121.791200,410.149200,7326.162800
1999,MLT,B06,1.730400,1.336200,2.861600,0.064000,0.011400,0.027300
1999,MLT,B0609,9.764900,7.058300,19.514800,0.324900,0.063000,0.231500
1999,MLT,F,5226.206400,3806.139200,9021.449100,90.124600,25.302600,118.259600
1999,MLT,F09,5218.171900,3800.417100,9004.795900,89.863700,25.251000,118.055400
1999,MMR,B06,137.889400,74.581500,265.664300,8.468200,2.673700,2.027600
1999,MMR,B0609,139.163100,75.365800,268.208800,8.512400,2.690400,2.045600
1999,MMR,F,5205.642200,4419.417600,10271.297700,62.472100,29.940900,27.811900
1999,MMR,F09,5204.368500,4418.633300,10268.753200,62.427900,29.924200,27.793900
1999,MYS,B06,7300.591700,5530.195400,11462.435400,173.106800,0.142200,44.892400
1999,MYS,B0609,7886.354800,5940.668700,12562.477500,182.865600,0.165800,49.223400
1999,MYS,F,130951.893000,92420.731600,206127.228900,1208.829500,146.010800,508.702800
1999,MYS,F09,130366.129900,92010.258300,205027.186800,1199.070700,145.987200,504.371800
1999,NGA,B06,2673.763800,2163.161600,9167.756300,219.189400,0.534200,44.036900
1999,NGA,B0609,2679.863600,2168.219100,9180.311400,219.496200,0.535400,44.147700
1999,NGA,F,37380.895400,34759.326000,89483.344800,324.250000,15.766700,759.423600
1999,NGA,F09,37374.795600,34754.268500,89470.789700,323.943200,15.765500,759.312800
1999,NLD,B06,1464.765900,845.280100,9008.460500,19.226600,7.623500,14.264700
1999,NLD,B0609,2577.189400,1587.659900,11347.955400,20.730200,8.821800,50.524600
1999,NLD,F,406604.554100,307077.678900,811514.494900,3931.518500,1922.637200,11972.166200
1999,NLD,F09,405492.130600,306335.299100,809175.000000,3930.014900,1921.438900,11935.906300
1999,NOR,B06,2665.974900,2225.519300,23140.313800,96.317300,8.109600,105.955500
1999,NOR,B0609,3789.361800,3124.204800,24995.316000,129.788300,13.451000,163.247000
1999,NOR,F,123454.949900,98424.014800,249322.210400,4460.904800,769.604800,5309.873100
1999,NOR,F09,122331.563000,97525.329300,247467.208200,4427.433800,764.263400,5252.581600
1999,NZL,B06,84.165700,71.841400,242.434000,0.836400,0.698900,1.681100
1999,NZL,B0609,200.423500,171.295100,409.318000,1.602300,1.335500,4.159300
1999,NZL,F,62924.814700,54467.970500,118805.247800,205.581900,167.976500,926.679100
1999,NZL,F09,62808.556900,54368.516800,118638.363800,204.816000,167.339900,924.200900
1999,PAK,B06,675.248800,595.744300,1773.848200,21.596800,17.976200,14.364400
1999,PAK,B0609,724.986700,639.436800,1897.261600,22.546600,18.773900,15.433200
1999,PAK,F,57477.439400,53627.862800,127189.794800,621.865700,540.081600,302.674100
1999,PAK,F09,57427.701500,53584.170300,127066.381400,620.915900,539.283900,301.605300
1999,PER,B06,519.268200,479.848800,1386.207100,3.373900,0.919500,17.282200
1999,PER,B0609,787.806800,733.705800,2210.661600,4.258300,1.217400,20.541500
1999,PER,F,40464.610100,36068.744700,86394.449900,147.969400,51.162800,1158.609300
1999,PER,F09,40196.071500,35814.887700,85569.995400,147.085000,50.864900,1155.350000
1999,PHL,B06,144.676900,75.824100,495.554800,25.146500,0.022100,2.466600
1999,PHL,B0609,171.991900,92.438700,549.529000,28.063000,0.029000,2.990400
1999,PHL,F,68898.123800,50360.543300,149177.256300,2728.700200,149.240500,889.122900
1999,PHL,F09,68870.808800,50343.928700,149123.282100,2725.783700,149.233600,888.599100
1999,POL,B06,34.076500,25.828800,66.343500,0.422100,0.080700,2.029700
1999,POL,B0609,81.930300,56.557900,170.727800,0.738100,0.163600,6.215800
1999,POL,F,165456.144000,137941.996700,320816.022100,582.492400,149.587700,5829.630500
1999,POL,F09,165408.290200,137911.267600,320711.637800,582.176400,149.504800,5825.444400
1999,PRT,B06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1999,PRT,B0609,2.807000,2.360800,8.282100,0.006600,0.004200,0.154700
1999,PRT,F,124088.662600,100781.461400,239365.670000,189.960800,114.014300,4195.825200
1999,PRT,F09,124085.855600,100779.100600,239357.387900,189.954200,114.010100,4195.670500
1999,ROU,B06,320.527600,279.854600,659.375100,3.050800,0.131600,11.938500
1999,ROU,B0609,507.488400,433.855600,1033.887200,4.654400,0.279600,24.832600
1999,ROU,F,37220.702900,31170.758000,70346.385200,168.730000,50.770200,1223.397900
1999,ROU,F09,37033.742100,31016.757000,69971.873100,167.126400,50.622200,1210.503800
1999,RUS,B06,1544.164300,1489.193800,15801.666000,2.821000,0.254700,10.733500
1999,RUS,B0609,11039.325900,10179.433500,26459.612500,26.590600,3.638700,283.813000
1999,RUS,F,143403.046800,123095.421700,321454.074000,393.534100,128.466000,4287.853100
1999,RUS,F09,133907.885200,114405.182000,310796.127500,369.764500,125.082000,4014.773600
1999,SAU,B06,9989.682800,9711.330500,60204.501500,14.688600,14.148900,15.407100
1999,SAU,B0609,10084.087600,9796.958400,60446.756200,14.874700,14.320100,16.089500
1999,SAU,F,71359.330800,59689.850100,180938.085000,155.980700,137.034700,629.733000
1999,SAU,F09,71264.926000,59604.222200,180695.830300,155.794600,136.863500,629.050600
1999,SEN,B06,1.506900,1.139100,1.774100,0.198300,0.004200,0.008300
1999,SEN,B0609,4.716500,4.124900,5.167500,0.222000,0.015600,0.054500
1999,SEN,F,4153.656600,3213.907300,10306.502200,241.566500,2.536200,149.095900
1999,SEN,F09,4150.447000,3210.921500,10303.108800,241.542800,2.524800,149.049700
1999,SGP,B06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1999,SGP,B0609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1999,SGP,F,132674.473900,87117.182200,216352.588500,12021.309000,5820.289300,2545.506100
1999,SGP,F09,132674.473900,87117.182200,216352.588500,12021.309000,5820.289300,2545.506100
1999,STP,B06,0.088200,0.054600,0.193800,0.021900,0.000100,0.000500
1999,STP,B0609,0.156800,0.101800,0.305400,0.034100,0.000200,0.000900
1999,STP,F,109.524500,88.239300,182.924800,5.121400,0.183000,0.478700
1999,STP,F09,109.455900,88.192100,182.813200,5.109200,0.182900,0.478300
1999,SVK,B06,0.311500,0.203500,0.427700,0.000900,0.000400,0.045300
1999,SVK,B0609,30.950400,24.321900,64.132600,0.184200,0.042800,1.339100
1999,SVK,F,25861.207000,20358.889000,45289.139700,23.986000,9.842200,1009.751400
1999,SVK,F09,25830.568100,20334.770600,45225.434800,23.802700,9.799800,1008.457600
1999,SVN,B06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1999,SVN,B0609,4.202000,3.362700,4.518600,0.007700,0.006100,0.183400
1999,SVN,F,21901.405900,16400.022200,42278.829700,25.935200,16.808800,755.072700
1999,SVN,F09,21897.203900,16396.659500,42274.311100,25.927500,16.802700,754.889300
1999,SWE,B06,22.422800,17.121800,33.671800,0.686200,0.331400,1.295900
1999,SWE,B0609,71.489300,55.429900,104.709500,2.442300,1.176800,4.968400
1999,SWE,F,244927.673800,195462.289900,498046.795800,3160.681900,1825.228700,10719.570400
1999,SWE,F09,244878.607300,195423.981800,497975.758100,3158.925800,1824.383300,10715.897900
1999,THA,B06,866.922300,648.831200,2224.756600,7.472000,0.097600,22.579800
1999,THA,B0609,920.807500,689.246800,2789.456800,7.884800,0.144800,25.149500
1999,THA,F,139168.018200,102937.747400,258638.780000,893.429300,418.754800,6063.985200
1999,THA,F09,139114.133000,102897.331800,258074.079800,893.016500,418.707600,6061.415500
1999,TUN,B06,305.351200,225.452600,997.671300,10.045800,0.015200,3.781700
1999,TUN,B0609,354.208800,260.438700,1093.790000,11.093200,0.021500,4.922000
1999,TUN,F,18798.238200,14190.966700,39071.453100,240.788400,47.160400,262.688500
1999,TUN,F09,18749.380600,14155.980600,38975.334400,239.741000,47.154100,261.548200
1999,TUR,B06,125.932700,104.929800,543.653400,2.264100,0.026400,8.400000
1999,TUR,B0609,137.968700,115.215200,683.841600,2.396100,0.029400,9.107700
1999,TUR,F,204370.832700,178629.880500,445714.388800,1435.736200,584.874600,7762.417500
1999,TUR,F09,204358.796700,178619.595100,445574.200600,1435.604200,584.871600,7761.709800
1999,TWN,B06,82.481800,54.743900,284.403800,2.856700,2.610200,0.606400
1999,TWN,B0609,333.665800,237.377200,752.104500,9.417600,8.575600,3.253400
1999,TWN,F,315846.572500,232890.225000,612098.118400,3763.095200,3304.506100,2474.048900
1999,TWN,F09,315595.388500,232707.591700,611630.417700,3756.534300,3298.540700,2471.401900
1999,UKR,B06,717.886100,400.446100,1312.561600,16.289300,8.039300,48.501300
1999,UKR,B0609,1099.461200,655.568700,1729.784600,23.903000,11.970700,75.183700
1999,UKR,F,37090.973200,30587.895300,65291.617500,459.294300,252.137000,1544.137000
1999,UKR,F09,36709.398100,30332.772700,64874.394500,451.680600,248.205600,1517.454600
1999,USA,B06,40717.765800,35099.080900,82675.436400,356.199600,177.487900,688.463100
1999,USA,B0609,47010.832400,41073.313700,100170.277100,359.142200,180.056100,790.252800
1999,USA,F,7520420.491800,7034899.381300,16841300.318100,20830.758000,11701.840100,77727.330100
1999,USA,F09,7514127.425200,7028925.148500,16823805.477400,20827.815400,11699.271900,77625.540400
1999,VNM,B06,1608.581000,1119.823700,4476.210800,5.872700,0.989200,130.188700
1999,VNM,B0609,1670.483500,1156.805700,4595.778700,6.137300,1.065800,136.639500
1999,VNM,F,27733.549800,19476.650400,52412.240200,106.030000,56.907900,1737.578000
1999,VNM,F09,27671.647300,19439.668400,52292.672300,105.765400,56.831300,1731.127200
1999,ZAF,B06,678.718600,597.200300,807.425600,19.312400,0.005100,34.990800
1999,ZAF,B0609,941.989700,834.632800,1167.734500,23.605800,0.008100,48.277100
1999,ZAF,F,155973.818800,137892.952700,300675.613700,1217.308300,63.136800,5415.559300
1999,ZAF,F09,155710.547700,137655.520200,300315.304800,1213.014900,63.133800,5402.273000
1999,ROW,B06,54478.433500,47162.146500,163263.717300,1121.262100,278.405600,689.107000
1999,ROW,B0609,63286.863500,54954.713300,181439.612900,1281.079300,338.746300,768.270000
1999,ROW,F,799625.969200,677385.985800,1657919.696800,12273.752900,6047.047900,10323.806500
1999,ROW,F09,790817.539200,669593.419000,1639743.801200,12113.935700,5986.707200,10244.643500
2000,AGO,B06,2253.783000,1252.835600,7090.819100,38.526200,0.058000,15.271100
2000,AGO,B0609,2448.004800,1322.765300,7841.315500,40.976200,0.068200,16.903100
2000,AGO,F,4497.440400,2397.958200,11765.394400,50.873900,7.504900,41.968200
2000,AGO,F09,4303.218600,2328.028500,11014.898000,48.423900,7.494700,40.336200
2000,ARE,B06,5355.628800,4694.279100,29687.367700,91.636800,43.523400,90.139800
2000,ARE,B0609,7287.518000,6345.862600,34005.618000,113.534500,55.298400,123.306800
2000,ARE,F,81270.221200,68271.026900,160684.648900,948.686400,531.519300,1250.222200
2000,ARE,F09,79338.332000,66619.443400,156366.398600,926.788700,519.744300,1217.055200
2000,ARG,B06,3762.600700,3553.740600,15769.940200,27.759600,0.008400,67.597000
2000,ARG,B0609,4479.358100,4210.560400,17467.647200,32.867900,0.147100,85.303700
2000,ARG,F,177344.356200,165254.191700,436815.070000,547.973600,102.878400,3726.552500
2000,ARG,F09,176627.598800,164597.371900,435117.363000,542.865300,102.739700,3708.845800
2000,AUS,B06,980.638000,897.026600,10116.466900,34.091500,30.682800,22.498000
2000,AUS,B0609,2116.820700,1939.336700,13158.047100,40.613000,36.543000,40.195300
2000,AUS,F,369031.132900,331653.051900,732992.672200,1970.668600,1789.952300,9072.340800
2000,AUS,F09,367894.950200,330610.741800,729951.092000,1964.147100,1784.092100,9054.643500
2000,AUT,B06,160.700500,98.149100,292.912900,0.489500,0.127200,6.047500
2000,AUT,B0609,178.858500,112.440700,332.713300,0.513500,0.133400,6.899100
2000,AUT,F,154246.440800,116582.976700,334641.433100,184.067400,54.463700,4366.971900
2000,AUT,F09,154228.282800,116568.685100,334601.632700,184.043400,54.457500,4366.120300
2000,BEL,B06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2000,BEL,B0609,8.384900,5.980500,32.714600,0.033700,0.012600,0.338500
2000,BEL,F,272208.408700,189575.801600,491015.650500,1108.663600,296.776600,7645.550900
2000,BEL,F09,272200.023800,189569.821100,490982.935900,1108.629900,296.764000,7645.212400
2000,BGD,B06,161.240700,136.578400,608.091300,7.694200,4.560600,1.309400
2000,BGD,B0609,174.287300,147.877300,641.182700,8.343000,4.944000,1.537300
2000,BGD,F,27432.165900,23849.118700,71012.448500,739.665600,472.416900,501.874600
2000,BGD,F09,27419.119300,23837.819800,70979.357100,739.016800,472.033500,501.646700
2000,BGR,B06,6.566300,4.791800,23.341300,0.090200,0.000900,0.760400
2000,BGR,B0609,6.655100,4.864200,23.484500,0.090500,0.001000,0.765400
2000,BGR,F,14209.087100,11250.191500,26541.227700,130.745500,19.392400,729.356100
2000,BGR,F09,14208.998300,11250.119100,26541.084500,130.745200,19.392300,729.351100
2000,BLR,B06,37.247100,19.005900,93.194400,0.207000,0.005500,6.503400
2000,BLR,B0609,49.701400,27.663400,123.150300,0.274400,0.009000,7.865200
2000,BLR,F,14061.154300,9677.693000,24081.206200,66.377600,30.119700,977.784500
2000,BLR,F09,14048.700000,9669.035500,24051.250300,66.310200,30.116200,976.422700
2000,BRA,B06,6489.790400,5684.431800,12390.290600,321.190400,104.014600,642.551900
2000,BRA,B0609,7129.256900,6285.833600,13728.491200,322.538300,104.542300,679.460300
2000,BRA,F,540184.270800,497325.319300,1128883.196100,2157.454800,977.525300,30212.327600
2000,BRA,F09,539544.804300,496723.917500,1127544.995500,2156.106900,976.997600,30175.419200
2000,BRN,B06,930.199500,738.872400,3449.158300,26.976600,26.389000,-19.530200
2000,BRN,B0609,1055.064500,849.962800,3771.448400,28.864700,28.236800,-21.107000
2000,BRN,F,4851.466100,4422.613000,9080.742200,72.817400,71.223300,-117.576500
2000,BRN,F09,4726.601100,4311.522600,8758.452100,70.929300,69.375500,-115.999700
2000,CAN,B06,14591.978800,11557.710700,45088.513500,12.925200,9.967200,145.293500
2000,CAN,B0609,17585.600100,13655.776500,51253.133700,18.475300,13.355000,218.262700
2000,CAN,F,633279.590500,474927.821700,1306895.611900,2276.999000,534.221100,12266.153500
2000,CAN,F09,630285.969200,472829.755900,1300730.991700,2271.448900,530.833300,12193.184300
2000,CHE,B06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2000,CHE,B0609,81.631100,66.579000,123.398500,1.194200,0.506700,1.674300
2000,CHE,F,284178.820800,228458.975800,554563.202600,5491.919900,2359.570700,3461.759200
2000,CHE,F09,284097.189700,228392.396800,554439.804100,5490.725700,2359.064000,3460.084900
2000,CHL,B06,58.730300,47.117900,129.719700,1.229000,0.009900,2.801200
2000,CHL,B0609,130.943200,109.521600,398.191000,2.066900,0.021400,5.820000
2000,CHL,F,62758.120000,52292.303400,134461.837800,1152.181700,234.837600,2515.332000
2000,CHL,F09,62685.907100,52229.899700,134193.366500,1151.343800,234.826100,2512.313200
2000,CHN,B06,11475.353600,10664.391800,31750.730200,55.915500,39.834800,697.828500
2000,CHN,B0609,13067.668600,12116.766600,34476.058100,69.800300,47.943600,752.466900
2000,CHN,F,1900079.519500,1746562.014900,3039814.277200,18178.090300,11930.026700,56720.447500
2000,CHN,F09,1898487.204500,1745109.640100,3037088.949300,18164.205500,11921.917900,56665.809100
2000,CIV,B06,12.005900,8.491100,20.040400,0.046700,0.002000,0.051000
2000,CIV,B0609,16.447800,11.805600,26.442300,0.058400,0.003100,0.076500
2000,CIV,F,8099.255900,6454.088300,18511.402300,57.336000,12.904800,134.154000
2000,CIV,F09,8094.814000,6450.773800,18505.000400,57.324300,12.903700,134.128500
2000,CMR,B06,282.533200,160.585400,893.459300,1.162900,0.920900,5.019200
2000,CMR,B0609,318.632100,181.905700,986.432600,1.329300,1.056200,6.132800
2000,CMR,F,5437.739300,4432.599300,14767.084900,54.902400,39.882600,276.586900
2000,CMR,F09,5401.640400,4411.279000,14674.111600,54.736000,39.747300,275.473300
2000,COD,B06,51.910800,49.601300,238.780200,0.810100,0.331100,0.055400
2000,COD,B0609,67.429100,64.153200,284.381400,1.132300,0.505200,0.088400
2000,COD,F,4537.256400,4136.526000,12626.116100,82.493900,38.761400,14.757500
2000,COD,F09,4521.738100,4121.974100,12580.514900,82.171700,38.587300,14.724500
2000,COL,B06,1739.857000,1606.863400,5497.049300,42.887000,0.049000,11.321400
2000,COL,B0609,1769.547800,1632.480300,5557.254200,43.223500,0.050000,12.473700
2000,COL,F,79175.202200,69645.891800,163733.924300,765.691300,53.775900,2008.093600
2000,COL,F09,79145.511400,69620.274900,163673.719400,765.354800,53.774900,2006.941300
2000,CRI,B06,0.100200,0.065000,0.317500,0.008900,0.002800,0.007600
